# Indice      RAJ2000    Dec        Jmag     Hmag     Kmag     umag     gmag     rmag     imag     zmag    
  object1358  4.25693    16.99406   12.124   11.828   11.76    15.349   14.164   13.298   13.159   13.387  
  object1359  5.42937    17.05404   15.226   14.701   14.549   18.965   17.379   16.648   16.325   16.137  
  object1360  2.94046    18.26264   14.911   14.46    14.425   17.497   16.186   15.698   15.511   15.444  
  object1361  5.04753    18.32175   14.701   14.45    14.347   16.761   15.718   15.492   15.394   15.378  
  object1362  3.60861    18.52933   15.232   14.636   14.241   22.603   19.82    18.315   17.198   16.572  
  object1363  5.56945    19.68075   15.11    14.549   14.432   19.494   17.646   16.924   16.59    16.389  
  object1364  3.9442     19.63574   14.82    14.179   14.061   20.346   18.225   17.232   16.75    16.428  
  object1365  8.68073    17.36088   999       999       999       999       999       999       999       999      
  object1366  8.09389    17.97426   11.981   11.416   11.297   16.423   14.986   13.537   13.444   13.569  
  object1367  8.65855    17.98526   14.332   13.835   13.598   18.077   16.416   15.643   15.355   15.203  
  object1368  6.28888    18.20399   15.838   15.644   15.39    18.642   17.445   17.035   16.871   16.817  
  object1369  8.59899    18.5349    14.128   13.434   13.2     20.754   18.207   16.735   15.938   15.458  
  object1370  6.54128    18.68522   13.209   12.817   12.72    16.943   15.308   14.607   14.368   14.219  
  object1371  6.40485    18.82512   15.658   14.878   14.76    20.19    18.043   17.159   16.799   16.559  
  object1372  7.20824    19.1063    14.782   14.393   14.278   19.483   17.483   16.585   16.225   15.99   
  object1373  7.75712    19.26294   11.46    11.244   11.189   14.193   13.076   12.5     12.372   12.547  
  object1374  5.98037    19.34379   16.417   15.601   15.448   21.219   19.051   18.057   17.587   17.311  
  object1375  11.52938   16.98389   16.803   16.371   15.86    20.795   19.021   18.267   17.986   17.78   
  object1376  11.00235   17.01107   13.259   12.655   12.45    20.258   17.722   16.3     15.18    14.553  
  object1377  10.29833   17.29914   12.643   12.094   11.98    17.134   15.284   14.421   14.483   13.826  
  object1378  8.8373     17.88651   14.606   14.015   13.752   19.112   16.798   15.79    15.376   15.154  
  object1379  10.30568   17.90166   15.898   15.367   15.164   19.023   17.756   17.35    17.168   17.059  
  object1380  9.30846    18.04569   12.838   12.512   12.45    15.861   14.872   14.093   14.148   13.907  
  object1381  10.95664   18.05477   12.663   12.415   12.317   15.775   15.107   13.713   13.632   13.764  
  object1382  10.48001   18.15445   16.021   15.627   14.853   20.836   18.928   18.033   17.722   17.568  
  object1383  11.20667   18.43644   14.139   13.732   13.687   18.052   16.216   15.489   15.236   15.087  
  object1384  11.3868    18.69049   15.653   15.316   15.076   18.903   17.621   17.057   16.854   16.729  
  object1385  9.41668    18.73494   14.691   14.246   14.047   18.112   16.683   16.068   15.806   15.691  
  object1386  10.34871   18.76829   15.321   15.24    15.252   17.323   16.186   16.092   16.073   16.137  
  object1387  10.36463   19.05575   13.883   13.189   13.105   19.334   16.847   15.758   15.309   15.02   
  object1388  8.92399    19.16456   15.168   14.816   14.69    18.381   16.995   16.421   16.197   16.083  
  object1389  9.02915    19.33927   14.84    14.2     14.066   20.181   17.987   16.87    16.338   15.992  
  object1390  10.78727   19.35777   12.353   12.057   11.929   15.661   14.408   13.735   15.609   13.531  
  object1391  12.09789   16.97956   15.859   15.878   16.802   18.024   16.783   16.66    16.64    16.63   
  object1392  13.43952   17.48356   999       999       999       999       999       999       999       999      
  object1393  13.95009   17.66721   11.897   11.71    11.634   14.757   13.154   12.821   12.739   13.093  
  object1394  13.95299   18.69348   14.8     14.183   13.964   21.489   18.927   17.528   16.618   16.068  
  object1395  13.11298   18.86372   15.209   15.147   14.934   17.251   16.122   15.933   15.905   15.892  
  object1396  12.59282   19.21634   16.115   15.733   15.11    20.14    18.35    17.565   17.234   17.069  
  object1397  14.22353   19.34575   14.172   13.734   13.691   17.393   15.873   15.259   15.062   14.962  
  object1398  14.97133   17.37988   13.29    12.687   12.447   18.978   16.531   15.328   14.778   14.454  
  object1399  16.13823   17.38798   12.615   12.304   12.264   15.039   15.164   13.456   13.419   13.436  
  object1400  16.66186   17.43101   14.324   13.917   13.714   18.393   16.707   15.991   15.69    15.513  
  object1401  16.90189   17.80276   15.016   14.442   14.424   19.602   17.506   16.592   16.216   15.997  
  object1402  15.14875   17.80263   15.139   14.619   14.471   18.643   17.149   16.492   16.24    16.095  
  object1403  15.49392   17.8926    15.18    15.123   15.212   17.026   15.836   15.83    15.867   15.893  
  object1404  17.42638   18.11871   14.743   14.03    13.884   21.018   18.389   17.033   16.369   15.967  
  object1405  14.68631   18.7251    15.338   14.591   14.453   20.778   18.419   17.317   16.791   16.464  
  object1406  17.40344   18.93584   999       999       999       999       999       999       999       999      
  object1407  16.58117   19.33755   14.871   14.337   14.271   19.393   17.228   16.433   16.106   15.926  
  object1408  16.74166   19.63662   14.431   14.145   14.094   17.507   16.137   15.697   15.535   15.464  
  object1409  17.57259   19.61574   14.143   13.415   13.336   19.281   17.039   15.924   15.411   15.111  
  object1410  16.89217   19.59161   16.054   15.512   15.275   21.277   18.852   17.775   17.316   17.054  
  object1411  17.94648   17.95742   11.288   11.032   10.98    15.094   12.385   12.038   11.924   13.548  
  object1412  19.43799   18.71962   13.732   13.024   12.896   19.555   17.335   16.038   15.33    14.916  
  object1413  18.19042   19.29583   14.967   14.53    14.571   17.741   16.56    16.127   15.983   15.938  
  object1414  17.5725    19.61568   14.143   13.415   13.336   19.281   17.039   15.924   15.411   15.111  
  object1415  21.72967   17.02675   13.168   12.733   12.543   16.794   15.199   14.54    14.714   14.105  
  object1416  22.93732   17.61499   13.926   13.546   13.426   17.014   15.706   15.156   14.961   14.876  
  object1417  21.905     17.83469   16.513   16.092   15.351   19.519   18.107   17.538   17.288   17.14   
  object1418  21.55444   18.01127   13.696   13.322   13.302   16.581   15.337   14.883   14.72    14.65   
  object1419  23.39448   18.25222   15.94    15.184   15.101   20.787   18.408   17.427   17.007   16.764  
  object1420  21.54249   18.27194   14.54    14.13    14.105   17.703   16.294   15.725   15.503   15.384  
  object1421  22.95892   18.66882   15.141   14.617   14.65    18.284   16.858   16.253   16.017   15.903  
  object1422  21.2928    18.71996   11.769   11.525   11.507   14.896   13.485   12.788   12.667   13.733  
  object1423  21.47193   18.80271   14.457   14.375   14.353   16.186   15.015   14.984   15.041   15.128  
  object1424  20.51264   18.9147    15.629   15.134   15.27    18.76    17.257   16.714   16.473   16.363  
  object1425  23.30696   19.15909   13.021   12.759   12.664   15.648   14.406   14.028   13.89    13.854  
  object1426  24.99335   17.03861   15.723   15.248   15.054   18.158   16.964   16.583   16.434   16.373  
  object1427  24.50586   17.30887   12.569   12.297   12.254   15.95    15.019   15.481   13.775   14.168  
  object1428  25.51138   17.33592   15.505   15.093   14.859   18.775   17.361   16.758   16.515   16.383  
  object1429  23.52745   17.55099   14.809   14.472   14.371   17.383   16.214   15.853   15.693   15.601  
  object1430  23.75028   17.6749    15.438   14.91    14.908   19.8     17.949   17.093   16.694   16.487  
  object1431  23.39433   18.25221   15.94    15.184   15.101   20.787   18.408   17.427   17.007   16.764  
  object1432  24.0459    18.44468   13.079   12.757   12.669   16.015   14.72    14.176   13.979   13.917  
  object1433  25.73493   18.79401   16.46    15.732   15.683   19.978   18.105   17.381   17.079   16.88   
  object1434  23.51762   18.85482   13.246   13.06    13.016   15.523   14.337   12.776   12.444   14.095  
  object1435  24.71276   19.34787   12.725   12.146   12.089   18.016   15.765   14.704   14.325   14.124  
  object1436  24.8418    19.46897   12.09    11.687   11.581   15.621   14.659   14.85    13.852   13.474  
  object1437  28.97353   17.14359   13.098   12.652   12.599   16.119   14.689   14.134   16.245   13.898  
  object1438  28.1303    17.22792   16.493   16.13    15.621   19.735   18.404   17.912   17.695   17.577  
  object1439  28.27105   17.584     999       999       999       999       999       999       999       999      
  object1440  27.37946   17.82919   16.098   15.432   15.422   19.959   18.227   17.516   17.165   16.991  
  object1441  27.36615   17.84214   11.672   11.435   11.363   14.316   13.987   12.889   12.761   12.936  
  object1442  29.22717   18.07888   16.102   15.605   14.918   22.805   20.12    18.693   17.637   17.05   
  object1443  27.27998   18.25612   12.185   11.7     11.575   16.425   14.494   13.688   13.381   13.209  
  object1444  28.29547   18.3662    16.354   15.927   15.664   21.547   19.409   18.417   18.094   17.86   
  object1445  28.80795   19.73029   14.346   13.676   13.507   19.688   17.386   16.247   15.809   15.458  
